시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202109,6,"8,900",12,1996,천곡1길 3,
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202109,28,"8,400",13,1996,천곡1길 3,
강원도 동해시 천곡동,1111,1111,0,천곡금호어울림라포레,64.7915,202109,17,"22,000",10,2020,항골길 65,
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,44.78,202109,10,"6,600",1,1983,천곡로 20,
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,43.97,202109,14,"7,400",2,1983,천곡로 20,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202109,1,"5,500",2,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202109,1,"6,100",4,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202109,6,"5,570",2,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202109,6,"4,500",4,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202109,6,"5,000",5,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,46.68,202109,9,"5,200",4,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,47.01,202109,13,"7,200",5,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202109,16,"4,700",4,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202109,24,"5,700",4,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202109,25,"5,000",5,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.3,202109,29,"3,850",5,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202109,29,"4,800",3,1989,샘실1길 5,
강원도 동해시 천곡동,791,791,0,한양1차,68.32,202109,28,"8,400",3,1990,천곡로 7,
강원도 동해시 천곡동,794,794,0,한양2차,72.71,202109,18,"8,500",9,1991,천곡로 15,
강원도 동해시 천곡동,794,794,0,한양2차,72.71,202109,24,"9,500",5,1991,천곡로 15,
강원도 동해시 천곡동,794,794,0,한양3차,84.855,202109,3,"10,500",8,1992,천곡로 15,
강원도 동해시 천곡동,794,794,0,한양3차,69.36,202109,27,"7,400",2,1992,천곡로 15,
강원도 동해시 천곡동,794,794,0,한양3차,84.855,202109,30,"12,200",15,1992,천곡로 15,
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,202109,6,"8,800",6,1992,한섬로 8,
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,202109,11,"9,900",4,1992,한섬로 8,
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,202109,14,"12,800",3,1992,한섬로 8,
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,202109,17,"8,200",7,1992,한섬로 8,
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202109,1,"15,500",1,2010,평원로 115,
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202109,1,"15,000",5,2010,평원로 115,
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9514,202109,6,"15,500",7,2010,평원로 115,
강원도 동해시 평릉동,449,449,0,동해하나리움,59.4026,202109,24,"16,300",11,2010,평원로 115,
강원도 동해시 평릉동,450,450,0,엘리시아,84.9162,202109,6,"25,500",8,2010,평원로 107,
강원도 동해시 평릉동,450,450,0,엘리시아,84.8964,202109,15,"26,500",10,2010,평원로 107,
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9788,202109,7,"28,000",14,2014,평원로 100,
강원도 동해시 평릉동,456,456,0,코아루디오션,71.0434,202109,11,"21,750",12,2014,평원로 100,
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9854,202109,26,"18,000",4,2013,양지길 20-2,
강원도 동해시 효가동,481,481,0,동아더프라임2단지,59.9798,202109,10,"14,000",8,2013,양지길 20-1,
강원도 동해시 효가동,362-34,362,34,유존양지,52.41,202109,7,"1,400",5,1992,양지1길 21,
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.5123,202109,17,"23,800",22,2018,하실길 72,
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,84.2922,202109,18,"28,000",21,2018,하실길 72,
강원도 삼척시 교동,130-2,130,2,강부2,49.815,202109,10,"6,300",4,1993,동해대로 4122-27,
강원도 삼척시 교동,788,788,0,교동지웰,84.9811,202109,11,"25,500",9,2018,동해대로 4183,
강원도 삼척시 교동,788,788,0,교동지웰,72.3141,202109,18,"22,000",18,2018,동해대로 4183,
강원도 삼척시 교동,788,788,0,교동지웰,59.8194,202109,24,"16,600",12,2018,동해대로 4183,
강원도 삼척시 교동,788,788,0,교동지웰,84.869,202109,29,"26,000",10,2018,동해대로 4183,
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202109,2,"8,050",3,2003,정상로 81,
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202109,7,"8,500",2,2003,정상로 81,
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202109,10,"7,400",2,2003,정상로 81,
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202109,13,"8,550",6,2003,정상로 81,
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202109,14,"8,300",8,2003,정상로 81,
강원도 삼척시 교동,650,650,0,동화2차,68.88,202109,3,"7,150",2,1991,대학로안길 36,
강원도 삼척시 남양동,338,338,0,동화3차,84.9,202109,16,"15,200",9,1994,남양길 14-17,
강원도 삼척시 남양동,346-3,346,3,선경빌라1차,77.94,202109,9,"7,750",5,1990,봉황로 31,
강원도 삼척시 도계읍 도계리,325-1,325,1,한림,37.62,202109,15,"2,000",5,1989,도계대한길 93,
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,202109,3,"7,300",12,1995,동해대로 4122-20,
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,202109,15,"6,000",12,1995,동해대로 4122-20,
강원도 삼척시 정상동,475,475,0,경림한아름,84.686,202109,28,"16,000",14,2003,정상로 23,
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202109,14,"7,200",1,1998,청석로 78,
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202109,24,"7,000",4,1998,청석로 78,
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202109,24,"7,700",6,1998,청석로 78,
강원도 삼척시 정상동,455-2,455,2,영진(라),49.94,202109,23,"2,700",3,1992,동해대로 4025-10,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202109,2,"6,000",5,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202109,3,"6,500",6,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202109,3,"4,300",3,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202109,6,"5,950",11,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202109,8,"6,000",10,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202109,14,"5,800",11,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202109,24,"4,700",10,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,39.48,202109,27,"3,700",7,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202109,28,"5,700",5,1999,동해대로 4044-13,
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202109,14,"8,500",10,2002,청석로 64,
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202109,15,"8,600",9,2002,청석로 64,
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202109,18,"8,300",6,2002,청석로 64,
강원도 삼척시 정상동,473,473,0,현진에버빌,64.564,202109,13,"16,200",11,2005,정상로 35,
강원도 삼척시 정상동,473,473,0,현진에버빌,84.957,202109,15,"23,000",7,2005,정상로 35,
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,202109,4,"29,000",17,2011,동해대로 4284,
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202109,7,"11,000",1,2000,미시령로3337번길 7,
강원도 속초시 교동,783,783,0,대명늘푸른,39.8354,202109,7,"8,500",6,2000,미시령로3337번길 10,
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202109,10,"15,700",14,2000,미시령로3337번길 7,
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202109,17,"13,000",4,2000,미시령로3337번길 7,
강원도 속초시 교동,781-1,781,1,동부,84.96,202109,9,"18,300",16,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,60,202109,11,"13,500",4,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,84.96,202109,14,"17,000",15,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,60,202109,17,"14,000",16,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,60,202109,28,"15,800",15,1997,미시령로3359번길 15,
강원도 속초시 교동,767-224,767,224,럭키설악1,59.18,202109,4,"10,000",7,1991,만천4길 1,
강원도 속초시 교동,767-224,767,224,럭키설악1,76.39,202109,4,"13,500",12,1991,만천4길 1,
강원도 속초시 교동,620-13,620,13,럭키설악2,128.62,202109,13,"19,700",3,1992,미시령로 3409,
강원도 속초시 교동,770-7,770,7,로얄1,59.31,202109,11,"6,500",5,1986,만천5길 3-40,
강원도 속초시 교동,770-7,770,7,로얄1,49.57,202109,15,"7,300",1,1986,만천5길 3-40,
강원도 속초시 교동,770-7,770,7,로얄1,59.31,202109,27,"7,200",5,1986,만천5길 3-40,
강원도 속초시 교동,800-68,800,68,로얄2,49.74,202109,24,"7,000",1,1987,만리공원길 16,
강원도 속초시 교동,767-36,767,36,로얄골든,59.85,202109,13,"6,800",4,1989,만천4길 27,
강원도 속초시 교동,904-6,904,6,로얄나하나(904-6),59.97,202109,4,"9,200",7,1993,만천1길 43,
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,202109,4,"26,500",9,2006,미시령로3337번길 20,
강원도 속초시 교동,924,924,0,삼호,39.906,202109,6,"6,600",1,1995,밤골3길 27,
강원도 속초시 교동,924,924,0,삼호,39.906,202109,6,"6,600",1,1995,밤골3길 27,
강원도 속초시 교동,924,924,0,삼호,39.906,202109,10,"6,000",4,1995,밤골3길 27,
강원도 속초시 교동,924,924,0,삼호,43.26,202109,18,"7,400",3,1995,밤골3길 27,
강원도 속초시 교동,923,923,0,삼환,54.58,202109,1,"12,000",8,1994,밤골3길 39,
강원도 속초시 교동,923,923,0,삼환,96.42,202109,6,"17,500",2,1994,밤골3길 39,
강원도 속초시 교동,923,923,0,삼환,54.58,202109,10,"12,000",8,1994,밤골3길 39,
강원도 속초시 교동,619-33,619,33,설악현대,73.305,202109,1,"14,600",6,1992,미시령로3389번길 10,
강원도 속초시 교동,619-33,619,33,설악현대,73.305,202109,13,"14,000",7,1992,미시령로3389번길 10,
강원도 속초시 교동,619-33,619,33,설악현대,63.405,202109,16,"11,400",15,1992,미시령로3389번길 10,
강원도 속초시 교동,658-42,658,42,속초 교동 블루핀,24.88,202109,24,"12,700",11,2019,교동로1길 17,
강원도 속초시 교동,1030,1030,0,속초교동시티프라디움,84.3403,202109,6,"36,800",13,2018,미시령로 3307,
강원도 속초시 교동,1030,1030,0,속초교동시티프라디움,84.3218,202109,13,"35,000",9,2018,미시령로 3307,
강원도 속초시 교동,627-135,627,135,속초대명1(대명타워),59.78,202109,24,"9,000",7,1991,교동로7길 36,
강원도 속초시 교동,898,898,0,주공2,39.6,202109,4,"14,700",2,1990,번영로43번길 52,
강원도 속초시 교동,898,898,0,주공2,39.69,202109,16,"16,700",1,1990,번영로43번길 52,
강원도 속초시 교동,961-1,961,1,주공3,41.85,202109,9,"9,500",4,1993,먹거리길 17,
강원도 속초시 교동,961-1,961,1,주공3,41.85,202109,11,"9,700",14,1993,먹거리길 17,
강원도 속초시 교동,961-1,961,1,주공3,41.85,202109,14,"9,800",7,1993,먹거리길 17,
강원도 속초시 교동,961-1,961,1,주공3,41.85,202109,27,"9,100",3,1993,먹거리길 17,
강원도 속초시 교동,961,961,0,청초대우,59.97,202109,24,"14,500",1,1998,동해대로 4271,
강원도 속초시 교동,618-10,618,10,현대1,75.24,202109,4,"16,000",15,1991,미시령로3359번길 9,
강원도 속초시 교동,618-10,618,10,현대1,84.99,202109,15,"16,000",3,1991,미시령로3359번길 9,
강원도 속초시 교동,618-10,618,10,현대1,84.99,202109,28,"17,800",9,1991,미시령로3359번길 9,
강원도 속초시 교동,782,782,0,현대3,84.975,202109,15,"18,000",9,1998,미시령로3337번길 6-43,
강원도 속초시 교동,782,782,0,현대3,84.975,202109,15,"18,600",6,1998,미시령로3359번길 5,
강원도 속초시 교동,620,620,0,협성,28.07,202109,7,"5,100",5,1997,미시령로3359번길 42,
강원도 속초시 교동,620,620,0,협성,28.07,202109,17,"4,000",1,1997,미시령로3359번길 42,
강원도 속초시 금호동,605-3,605,3,금호로얄맨션,59.97,202109,6,"13,400",6,1994,미시령로 3421,
강원도 속초시 금호동,630,630,0,생모리츠,65.9236,202109,13,"27,000",16,2011,수복로 174,
강원도 속초시 금호동,622-66,622,66,서울대명2,84.63,202109,15,"15,000",6,1993,미시령로 3429,
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,202109,3,"27,000",5,2006,미시령로 3439,
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,202109,16,"30,800",14,2006,미시령로 3439,
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,202109,17,"26,800",7,2006,미시령로 3439,
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,202109,25,"35,500",9,2006,미시령로 3439,
강원도 속초시 금호동,625,625,0,속초대명2,59.895,202109,5,"9,500",2,1992,번영로67번길 25,
강원도 속초시 동명동,514,514,0,설악타워맨션,84.93,202109,7,"12,500",3,1989,번영로129번길 6,
강원도 속초시 동명동,595-2,595,2,속초 THE-조은펠리스,149.23,202109,7,"27,000",2,2015,번영로105번길 77,
강원도 속초시 영랑동,200,200,0,동현,84.96,202109,4,"14,500",3,1991,영랑로7길 13,
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,59.985,202109,5,"13,000",6,1990,영랑로4길 10,
강원도 속초시 조양동,1571,1571,0,ES아뜨리움,59.8768,202109,2,"26,900",11,2017,조양로 40,
강원도 속초시 조양동,1568,1568,0,대광로제비앙,84.8533,202109,1,"24,000",1,2009,온정로1길 11-8,
강원도 속초시 조양동,587-1,587,1,대명,59.96,202109,1,"5,000",3,1989,청대마을길 10-3,
강원도 속초시 조양동,579,579,0,대명타워,59.93,202109,4,"13,000",5,1996,청대로232번길 15-19,
강원도 속초시 조양동,579,579,0,대명타워,59.93,202109,16,"13,500",10,1996,청대로232번길 15-19,
강원도 속초시 조양동,1292-1,1292,1,동명,57.27,202109,14,"16,400",1,1989,동해대로 3933-6,
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,202109,1,"12,500",12,1998,조양로142번길 6,
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202109,7,"16,000",10,1996,소평로 162,
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202109,8,"16,000",8,1996,소평로 162,
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202109,11,"17,200",9,1996,소평로 162,
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202109,15,"16,500",2,1996,소평로 162,
강원도 속초시 조양동,1499,1499,0,부영3,84.88,202109,27,"25,000",11,1996,소평로 162,
강원도 속초시 조양동,1501,1501,0,부영5,50,202109,1,"13,200",6,1995,청대로204번길 40,
강원도 속초시 조양동,1501,1501,0,부영5,50,202109,1,"8,000",15,1995,청대로204번길 40,
강원도 속초시 조양동,1501,1501,0,부영5,50,202109,6,"12,000",4,1995,청대로204번길 40,
강원도 속초시 조양동,1501,1501,0,부영5,50,202109,7,"11,800",2,1995,청대로204번길 40,
강원도 속초시 조양동,1501,1501,0,부영5,50,202109,8,"12,000",15,1995,청대로204번길 40,
강원도 속초시 조양동,1501,1501,0,부영5,50,202109,25,"13,000",7,1995,청대로204번길 40,
강원도 속초시 조양동,1501,1501,0,부영5,50,202109,25,"14,900",5,1995,청대로204번길 40,
강원도 속초시 조양동,1502,1502,0,부영6,60,202109,2,"14,900",4,1995,조양로 163,
강원도 속초시 조양동,1502,1502,0,부영6,50,202109,3,"12,000",4,1995,조양로 163,
강원도 속초시 조양동,1502,1502,0,부영6,50,202109,8,"11,900",6,1995,조양로 163,
강원도 속초시 조양동,1502,1502,0,부영6,50,202109,17,"13,300",10,1995,조양로 163,
강원도 속초시 조양동,1505,1505,0,부영9,50,202109,8,"13,300",5,1995,조양로142번길 13,
강원도 속초시 조양동,1505,1505,0,부영9,50,202109,15,"11,000",2,1995,조양로142번길 13,
강원도 속초시 조양동,1505,1505,0,부영9,50,202109,23,"13,000",9,1995,조양로142번길 13,
강원도 속초시 조양동,1561,1561,0,삼성쉐르빌,131.9725,202109,10,"34,500",2,2006,청대로 207,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,4,"14,900",17,2001,청대로 8,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,4,"16,500",15,2001,청대로 8,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,4,"15,000",12,2001,청대로 22-7,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,5,"15,200",19,2001,청대로 22-7,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,10,"12,400",1,2001,청대로 8,
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202109,13,"13,000",16,2001,청대로 22-7,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,15,"13,500",12,2001,청대로 8,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,15,"13,500",4,2001,청대로 8,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,16,"16,300",10,2001,청대로 22-7,
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202109,23,"12,800",17,2001,청대로 22-7,
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202109,23,"15,000",19,2001,청대로 8,
